author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
Chachzilla,/gp/profile/amzn1.account.AFOQYCBDTSP2DV372X564KNKOYBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,I got this for my toddler who is bilingual and has been having trouble distinguishing from English to spanish. This is a really helpful tool she’s been learning a lot of new words in both languages. We also have a baby who uses it on the music mode and he loves it too.,Perfect for both babies and toddlers,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,
Rebecca McDaniel,/gp/profile/amzn1.account.AGBGQ74CWZNKEQGY637T4KJ7AEIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,My grandson loves this!  You can set it to English or Spanish language.  It's very well made.  The only thing I dislike is the very high pitch when it talks.,"Very interactive, educational",Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,
Bosscoe,/gp/profile/amzn1.account.AF3SHX4WZ4E5XVBZB3XMBBZWOBCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,3.0 out of 5 stars,The pages are flimsy.  My 15 month old grandchild loves to flip pages. These pages are not going to hold up so she cannot play with it by herself if I want it to last.Some of the sounds are ridiculous!,Not what I expected!,"Style: Standard PackagingColor: Animals, GreenVerified Purchase",
flowerlucy,/gp/profile/amzn1.account.AERD3Q44FYKGG2JWVV5EOPJK2F5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Love how it has both English and Spanish. Very easy to use. Had to each my kid not to touch the whole page- just touch the sine picture. He loves the handle on top so he can carry it around. Love it!,Multilingual learning fun,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,
Sammy Coz Mommy,/gp/profile/amzn1.account.AENWWCI4JYW2KLNAM6FMXCDRYF6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 11, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"This is such a great tool for a learning toddler! My little just loves it! Easy to use, easy to understand and the learning content is friendly and age appropriate with a little bit of challenge and room to grow. Love that it does English and Spanish.",Great toddler learning tool,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Felisha,/gp/profile/amzn1.account.AGCEQKFNH5SCK47DPTS2C6KY5VZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 1, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Leap frog always put out great items sometimes it can be a bit costly but it’s worth it I got this for my 2year old grandson and myself lol. The volume is good it’s clarity is good. Really easy any simple to use. So many activities to choose from it’s just great,I can honestly say E for everyone not just little children,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Kerry29maryland,/gp/profile/amzn1.account.AE6MDMGYVAPQJDZAAHVGZWC4Y6NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Can't believe this book is only $17 .  The technology seems like it should be way more. This book is perfect for my squirmy 17-month old in the car because she can point to the icons and the book reads the vocab word out loud.  This thing is awesome.,Best $17 I ever spent,Style: Standard PackagingColor: Scout and VioletVerified Purchase,
me,/gp/profile/amzn1.account.AEV2IRF7AIIOS5PC6VXESTBTWEVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"Omg, my kid loves it. Its a bit heavy but he wants to carry it anyway. He is able to turn pages on his own. Flashing star always grabs his attention. And it also have an OFF button for the parents sanity.",Great !,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,
ghostface216,/gp/profile/amzn1.account.AE24RZN4QGAHFNCMPMQOENS2AFUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"Purchased for 18 month old who is not easily distracted, specifically for a long haul plane ride ... and it did it’s job. Thoroughly enjoyed by our toddler, and I suspect that he’ll get more enjoyment and education from it as he gets older.",Exactly as advertised,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Prime customer,/gp/profile/amzn1.account.AH3S3DE34ZZDESQKVEBDQYE5OK7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 2, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this for my three year old great grandson. He is on a feeding tube for an hour every three hours during waking hours, so this helps keep him entertained. It’s one of his favorite go to toys.",Keeps Little Ones Engaged!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,
Terri,/gp/profile/amzn1.account.AGRCL47BQJNVDQ7SVNBKGH5QSC3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 1, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"This is wonderful for my almost 2 year old Grandson.He absolutely loves it. The sounds, the pictures, durability the voice are excellent and age appropriate.We all like it.",Learning is fun,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
dr burlington,/gp/profile/amzn1.account.AG5GJYAQO3IRYLSB4MA7ULC5V2OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 31, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"Gave this as a gift for my 2 yr old niece. She loves it. Her mom is a 3rd grade teacher and she thinks it great. She gives it 5 stars also. Planning on buying one for my great grandson next year, he is only 14 months now.",Great learning toy.,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,
Selena,/gp/profile/amzn1.account.AFHWFCHH2OPUYI3WO7J4S7AWHICQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 15, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,This toy is durable. A tad bit smaller than what I expected but that's actually perfect because my daughter has little hands. Pages are colorful and will not easily tear which is a plus. The book is very responsive to things like page-turning and any taps on the words/images. The toy is very educational and she loves it already!,"Durable, Fun, Educational!",Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Zachia e,/gp/profile/amzn1.account.AFOZQWFKS2Z3DFJ6CHLEEO2T77RA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,1.0 out of 5 stars,I'm.changing my review because the first couple of pages stopped working and it's not even a year old,Stopped working,Style: Standard PackagingColor: Scout and VioletVerified Purchase,3 people found this helpful
NANCI,/gp/profile/amzn1.account.AGZLZOLYVNGMPPNIPHFFADXHCBMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 19, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Love it my niece loved it and ALL LEAPFROG PRODUCTS ARE GREAT .  BOUGHT THEM FOR MY TWO SONS YEARS AGO AND THEY JUST SEEM TO BE GETTING BETTER WITH THE EDUCATIONAL ASPECTS!,Great buy and very sturdy worth the money,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
BackWoodsBarbie,/gp/profile/amzn1.account.AFAVVLF2PDHC4EAI7FINMC6YONUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,My 2 year old loved this for her Christmas gift. She has dropped it a few times already and it still works great. This is perfect for the toddler learning. Just touch with your finger and it tells you what it is..,Get this.you won't regret it.,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Darla Torres,/gp/profile/amzn1.account.AHYEITMQPIRYYAQOVUZZA3X22V2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,This thing is built tuff. My 19 month daughter loves the sounds and the provided page tabs are great for teaching her to gently turn pages. Load of fun with learning.👍👍👍,Built to last.,Style: Standard PackagingColor: Scout and VioletVerified Purchase,
LG,/gp/profile/amzn1.account.AFXSXQFHYFLV45BAJH7SRXJTOEJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2019",2,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Really cool and I love that you can switch from English to Spanish with the click of a button.,Definitely buy!,Style: Standard PackagingColor: Scout and VioletVerified Purchase,2 people found this helpful
Hannah McKellar,/gp/profile/amzn1.account.AEHPOXQO2ENQQTHRQFPTFSBALMXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 24, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,I bought this product for my son about 8 months ago. He is 2 and his baby sister is 6 months and they both love it and use it together. It has a great influence of words on both of them. Unfortunately my 2 year old is really rough and has damaged it some. Completely worth the money and great influence on your child's vocabulary. Especially between the ages of 1-2 and on. If he breaks it I would buy another one and one for his sister as well as she gets older.,Great buy!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Johnny Cedeno,/gp/profile/amzn1.account.AHD5KWKAYMVKMRK7VIVALYMHKEZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 1, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,My daughter is a little to young for it but she loves pressing the buttons but hopefully soon she can learn her Spanish great for young kids learning both English and Spanish words,Nice tech for kids,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Jennifer Harrison,/gp/profile/amzn1.account.AHIND42JTA5CVKYTOTXDGJ4IWMIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,"This book is fantastic! I love watching my son play with it..it's incredibly interactive, easy to use and music and sounds are so cool. He will be playing with this in different ways as he develops. Very impressed.",A must have toy for little learners!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,
Tayler,/gp/profile/amzn1.account.AFTCRLMWTGSMRP4ECTH3LE2NFJAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,"Got this as a present for my one year old for Christmas, but my three year old loves it too. It was better than I expected. The pages are durable, but like anything with toddlers, require some supervision if you don’t want them torn out.",Wonderful Toy,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,
Marissa,/gp/profile/amzn1.account.AFERFXDHYNMQQCDFC2GXYBFYOP7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 18, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,It's an excellent learning toy! My daughter is 18mos and she has a hard time keeping her hands off the pages which just makes a bunch of noises. I'd say it's going to be perfect for about 2 yrs of age!,Great toy for 2yrs+,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
My Circus My Monkeys,/gp/profile/amzn1.account.AHS7OYZYHJRLTXDNTBFFCINMY2SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,I personally think this should have a higher age attached to it. My 6 year old LOVES this book hes constantly playing with it and we have had it a little over 2 weeks. He wants to learn Spanish sooooo bad!!,Great toy!!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,
Mountaineer1019,/gp/profile/amzn1.account.AHME2VVASBCPN7MV4EYA2NTUNEYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,I got this for our 18 month old after he played with his cousin's one over the holidays. He loves pushing all of the buttons and the noises and speech is very good for a kid's toy. Would definitely recommend!,great e-book for learning,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Yaki,/gp/profile/amzn1.account.AH7IXHAMHHOMYU62GBBGJQWWTTUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2018",2,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,We love how educational and fun it is.,Love it,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,3 people found this helpful
Sue,/gp/profile/amzn1.account.AEMYAVGAWCIKYWHF2XIHQA4A5GTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 10, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,I bought this for my grand babies they love it. I also love the fact that it has spanish version too they are young and their minds will adopt at this young stage,awesome product,Style: Standard PackagingColor: Scout and VioletVerified Purchase,
g averitt,/gp/profile/amzn1.account.AH7H7U7BUE2K4HS5XEUOGLVJUOMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 24, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,This is a very good educational toy for a young child. It has different modes to learn with.  This has both English and Spanish languages.,Great learning toy for your little one!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Brandy B.,/gp/profile/amzn1.account.AHGFZHKAG2IL5ZII462JJSVDSZBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 17, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Got this for my son’s 2nd birthday and it was a hit.  He will sit on the couch and play with it on his own.  He likes to also sit together and answer questions after I ask questions.  Leap frog did it again!,Great Toy,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,
MicRea,/gp/profile/amzn1.account.AHILXNFTWAAAMTSGZRAX7VXCKPGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,"Got this and another one for my God-Daughter.  She loves them both.  I know she doesn't know whats going on yet, but hopefully this is the beginner stage that she needs to hear.  (1 year old)",great,Style: Standard PackagingColor: Scout and VioletVerified Purchase,One person found this helpful
Grisel,/gp/profile/amzn1.account.AGY777TQ7UF7Q2TI367CKH6N2CCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 15, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,I was suprised by the price of this product since it's affordable and  good quality. I gifted this to my two year old neice. What I like about it is that its bilingual and it covers alot of basic words.Very educational.,Great product,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Jessica,/gp/profile/amzn1.account.AFRIG245VTOIA4NWZ4RYJO3H75PA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,"Bought this for my 2 year old nephews bday, as a learning tool. He's a little behind in his speech and I think with his parents working with him this would make it entertaining for him.",Exactly what I was hoping for..,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
ZAM,/gp/profile/amzn1.account.AEUP7YWKGAEKTZDOWSVPKX7YW5FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,My favorite toy in the box. Kiddo loves it. As a bilingual family this book covers ALOT of basic vocabulary words in both Spanish and English.  Great item!,Fantastic toy,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
David L.,/gp/profile/amzn1.account.AED66G2LFZPBW5Y5CZLAJT4F3JTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,"I bought it as a present for a year old baby. He just loved it! Colorful, the interactive book was a hit. The sounds made him happy and paid attention to the animal sounds. Hours of fun!",Was the perfect gift for a one year old,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Donna Brown,/gp/profile/amzn1.account.AE5SFXYELHDXONH7M322XE3TNTQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,"Great for language development. Well made, sturdy and easy for little hands to operate.",Great Gift!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,One person found this helpful
Natalie Martin,/gp/profile/amzn1.account.AFVGCHMACO5HF7BW5U4E4Y53OZWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 20, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Package arrived in a timely manner.I purchased this item as a gift for a toddler and I must say that I am satisfied this far.,Great product,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,
Apples,/gp/profile/amzn1.account.AHWWOTSBPTSM5J4R6XTJJ5BWNXKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,This toy is definetly a must for any child. My daughter is one and she will nit sit still while reading a book to her. She just wants to rip the book. BUT THIS TOY ALLOWS HER TO PRESS AND FEEL AND IS INTERACTIVE. each picture has a noise and the pages are not ripable. Its So educational.  I love it.,Great buy!!,Style: Standard PackagingColor: Scout and VioletVerified Purchase,
Sabrina,/gp/profile/amzn1.account.AGFWLRZ5JXQWOAD7E23IAIIPUO5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 31, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,4.0 out of 5 stars,The book worked wonderfully and is very educational but is geared for children older than 2 so I would make sure the description says that. The sound is also very nice. it isnt very loud but is loud enough to be heard. The children love it.,Very educational,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,One person found this helpful
A. Cohen,/gp/profile/amzn1.account.AF572ROXVFBXZ64VAHB5GMVB5KHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 1, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,"My son is 22 months. He plays with this in the car.  He loves to turn the pages, and he tells me about the animals and objects as he pushes the buttons.  We are learning Spanish, and I look for ways to incorporate it into our daily lives. This book teaches Spanish words and entertains my 'captive' audience.",Bilingual and Fun!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
takedown,/gp/profile/amzn1.account.AHPD7GRDRI4T3KX6ZXTJUORHSPLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,I bought this toy for my 13-month-old grandson. He loves this toy. The volume is great. It teaches words in English and Spanish. This is very sturdy and well made.,Great gift,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,
Angel,/gp/profile/amzn1.account.AECFZ57BH34B5PUAPWOIM2SOYE3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,"We like all leapfrog products. This one provides so much fun for little kids. We bought as a gift but our daughter started playing with it from the box, we'd need to get another one for her too.",Fun for toddlers,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Ramona,/gp/profile/amzn1.account.AFF74C36VSBIK3G3HTNMN62Q36RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,I really like the fact that it's in both English and Spanish. It's never too early to learn a second language and at this age it's easier for them,Love leapfrog,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
Lyndsay Stuckey,/gp/profile/amzn1.account.AGM4MYQLU3FWXYJGURG27EI65FNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,3.0 out of 5 stars,Update: We’ve had this less than a year and it quit working. We loved it until then. I switched out the batteries multiple times and it won’t turn back on.I got this for my two year old. It’s so easy for him to use and great for teaching him words! It’s really a cute toy! Thank you Leapfrog!,Love this learning book!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,
