author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Amazon Customer,/gp/profile/amzn1.account.AHEG4WMDLEEE5DLTSGZW37V2LCGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 14, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23,5.0 out of 5 stars,fun and easy to play,kids enjoyed it,Style: classicVerified Purchase,,8005593,1,39,Public
Amazon Customer,/gp/profile/amzn1.account.AH2ZE547BA4H3Y7NLGG4XAVGMCBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 7, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23,5.0 out of 5 stars,Awesome for the kids,Awesome,Style: classicVerified Purchase,,4874915,28,39,Public
Lady G,/gp/profile/amzn1.account.AG2R5LCGQDT6OURFTQ62BDB2HCJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 29, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23,5.0 out of 5 stars,Always a fun game! Loved since my childhood!,"Great game, awesome value!",Style: classicVerified Purchase,,1661346,14,109,Public
cat,/gp/profile/amzn1.account.AF2BVJGC46XUW6GKOI7BDHBIO5VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 19, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23,5.0 out of 5 stars,Quick shipping.  Product as described.  Would recommend seller.,Would purchase again,Style: classicVerified Purchase,,47825743,6,2,Public
ITA_Kid32,/gp/profile/amzn1.account.AEN7AZHR2CDP7GA2HJMO5CGXGUGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 17, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24,1.0 out of 5 stars,"This is not the sorry that I grew up playing. It has been watered down and has completely different rules. You can move with any number, there isn't a trade places card, and there are only 3 pawns and it takes the fun out of the game. Not sure how you can call this game sorry when the only thing that you can say sorry for is a sorry card.","DO NOT BUY, BUY THE CLASSIC EDITION!!",Style: classicVerified Purchase,,4249072,10,27,Public
Chris Chase,/gp/profile/amzn1.account.AEHJCUERIGT7P2NL54NLOGK5JD4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 11, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24,5.0 out of 5 stars,"Bought this for my daughter, and we play it quite a bit and it takes me back to my own childhood. The only thing I can't figure out is how to beat a seven-year-old!","Still the same as always, still so much fun!",Style: classicVerified Purchase,,7138109,16,55,Public
Samantha Hedman,/gp/profile/amzn1.account.AHK26PAGOMOMLEJQ4QB22HSMD6IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24,5.0 out of 5 stars,This is a fun game to play with your little on to learn how to play board games,Learn board games with new kids,Style: classicVerified Purchase,,3546645,23,135,Public
Angela F.,/gp/profile/amzn1.account.AEPE5YXO55BUKE46XBV3B4BYRLWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24,5.0 out of 5 stars,I ordered in the evening and it literally arrived the next morning. It was as expected and it's a fun game for all to enjoy.,Fast shipping,Style: classicVerified Purchase,,1397960,26,103,Public
john haviland,/gp/profile/amzn1.account.AGGBOWKUNKFKBMKPBAZE44TF7XWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 16, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24,5.0 out of 5 stars,Fun fun,Good for the grandkids,Style: classicVerified Purchase,,1361591,54,31,Public
Amazon Customer,/gp/profile/amzn1.account.AFEBULEQFF7TN47FSTMOB6K7UQYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 13, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24,3.0 out of 5 stars,this game smells really bad for some reason it's the box,the box stinks,Style: classicVerified Purchase,,62593673,0,16,Public
Husker,/gp/profile/amzn1.account.AHYEDL5J765TZ7B2BH5ZVPO4MG3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 27, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24,1.0 out of 5 stars,The cost was good but the quality of the board was not what I expected.  It folded in half but then folds again with a split of the board.  Will be more careful next time I order a game.  Thanks for asking.,Not the original Sorry game like I grew up with!,Style: classicVerified Purchase,,1459697,32,91,Public
carolynpa,/gp/profile/amzn1.account.AEOC4MK7DAIRYIL3LRW5THV5B7WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24,5.0 out of 5 stars,"good, simple game","I loved it as a kid, my grandkids love to play it too!",Style: classicVerified Purchase,,1369975,7,76,Public
Amazon Customer,/gp/profile/amzn1.account.AH2L5BDCADKYJOOQOVRTJZ6VGIWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24,5.0 out of 5 stars,"I loved playing this as a child so that is who it want to, sure they enjoyed it, if not maybe there mom and dad did.",gift,Style: classicVerified Purchase,,383068,79,222,Public
D T,/gp/profile/amzn1.account.AFO27DDKZFJTJYDWAQLLFWV7PC6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 23, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24,5.0 out of 5 stars,Hey! Play board games with your kids- it's a fun family activity!,Fun Family Time,Style: classicVerified Purchase,,2832900,6,65,Public
Marcia Morgan,/gp/profile/amzn1.account.AELSWK2JDDAS6DXZVYOO3NFSZJWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 23, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25,5.0 out of 5 stars,Great,Good game,Style: classicVerified Purchase,,9413191,7,35,Public
Ephraim,/gp/profile/amzn1.account.AGVOSPCREKEJ66ADJMTGCNLUQ6IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25,5.0 out of 5 stars,Love this game it’s an all time favorite,Fun,Style: classicVerified Purchase,,6202800,27,8,Public
waniece bird,/gp/profile/amzn1.account.AFURUAZ3SBRSMLZF75BWFZ4RXSEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25,5.0 out of 5 stars,You can’t go wrong with the game of Sorry. We purchased for a classroom donation. It’s the perfect compact size for storage and a great game for a wide range of ages. Not too difficult for kids and not too boring for adults.,You won’t be Sorry,Style: classicVerified Purchase,,62593673,2,23,Public
Corrine,/gp/profile/amzn1.account.AGYHCVW7IZ6ZWBIX4TQH3S5OF2RA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25,5.0 out of 5 stars,I bought this for my sister because we got into a fight idk why I didn't buy it at walamrt but wassup amazon,Luv,Style: classicVerified Purchase,,62589945,24,454,Public
Gene A. Wilkinson,/gp/profile/amzn1.account.AFWI2L2RSACIE4CVRYQLYBGBB65Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 5, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25,5.0 out of 5 stars,Fun,Quality,Style: classicVerified Purchase,,4323443,1,33,Public
Lindsey Allen,/gp/profile/amzn1.account.AHHS2Q4JZQ5NJMO6HSKSQUUBYV5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 1, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25,5.0 out of 5 stars,"Less than $10 bucks for the game, $20 for booze, kicking my boyfriend's butt at sorry: priceless",Good Time,Style: classicVerified Purchase,,2088513,15,56,Public
Dani Fuller,/gp/profile/amzn1.account.AF5D64HPWOWMMI6RVHWLTLML2EGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25,2.0 out of 5 stars,NOT THE ORIGINAL VERSION! Very disappointed in this purchase.,Do not buy!,Style: classicVerified Purchase,,17277595,0,18,Public
Judy Silacci,/gp/profile/amzn1.account.AHVEXGMKVMXDFUTA54HI2XXUD4CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 28, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25,5.0 out of 5 stars,"I liked the game, especially playing with my grandsons. Backward 4s always go to them.  :)",Easy to learn,Style: classicVerified Purchase,,32351,233,177,Public
J. Lopez,/gp/profile/amzn1.account.AHGAVL2RWFLW4WQT7FCEB2AXHPRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 20, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25,5.0 out of 5 stars,My family loves this game.,pleased.,Style: classicVerified Purchase,,23008055,10,20,Public
Kay Leras,/gp/profile/amzn1.account.AFXL4GYXWAHNSVNWG3KZJRXPJC2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25,5.0 out of 5 stars,"I read the instructions and noticed that a lot of it changed from when I was a kid, but I’m OK with it.",Sorry game/family fun!,Style: classicVerified Purchase,,912083,29,97,Public
Valencia Williamson,/gp/profile/amzn1.account.AFHY22DTEYQSASIESVSO7RV3522A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26,5.0 out of 5 stars,Happy family fun for a great price.,Fun Family Time,Style: classicVerified Purchase,,79028083,64,318,Public
Jason,/gp/profile/amzn1.account.AHLJVAAISGYJVVSW7VBPKLZP2MHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 1, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26,5.0 out of 5 stars,Classic,Love this game,Style: classicVerified Purchase,,79017137,23,93,Public
Betty,/gp/profile/amzn1.account.AFBKTPA53MUM7WZBFCBZBDZCELAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26,5.0 out of 5 stars,My 6 year old daughter loves it!!,I'm not sorry,Style: classicVerified Purchase,,72815,198,111,Public
K. Lin,/gp/profile/amzn1.account.AHCO6RY4GFEDEUMX5VNVXUZY5CDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 7, 2018",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26,4.0 out of 5 stars,"I know of this game but never played it, bought it to try.  I set it up at work/shared space, hopefully someone can be enticed to play.",Late to the game,Style: classicVerified Purchase,,11865519,23,12,Public
Blaze Shannon,/gp/profile/amzn1.account.AEH5DCVCKGGTRIGNAO5TGN7V3GKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26,1.0 out of 5 stars,"This is not the Sorry you're looking for. If your buying this because you loved playing this game growing up, don't bother. I'm so disappointed.",Not Sorry,Style: classicVerified Purchase,,2178113,39,33,Public
Rachael,/gp/profile/amzn1.account.AFTBTXTRI5U32SR4Z4ULTNQVWZ2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 29, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26,5.0 out of 5 stars,Good family game. Teaching my 6 year old that sometimes life doesn’t go as He wants it too. It’s a good lesson. :),Great family fun!,Style: classicVerified Purchase,,5397182,35,55,Public
arbelos84,/gp/profile/amzn1.account.AEQTG2OZLKGB6SH7LHETLGF4RVHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 13, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26,5.0 out of 5 stars,Fun and easy game for kids to play. A classic!,A must-have game for families.,Style: classicVerified Purchase,,788745,38,72,Public
Clush1,/gp/profile/amzn1.account.AGBK6UXGQEWMSBIV6W3FYTB3TE2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26,1.0 out of 5 stars,"Great family fun game but this particular version is pretty cheesy.  Box is very flimsy, arrived crushed so I sent it back.","Cheaply packaged, returned after it arrived damaged.",Style: classicVerified Purchase,,7171442,4,30,Public
Inez Bozeman,/gp/profile/amzn1.account.AHBOEE3TMUGUTZV2G73SO2NX5TIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26,5.0 out of 5 stars,Order it for my grandchildren had a lot of fun,Game,Style: classicVerified Purchase,,8768052,5,15,Public
Melinda,/gp/profile/amzn1.account.AHPT7XEKANDZJXPNQXTD4HOZ6UWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 13, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26,2.0 out of 5 stars,This was a really cheap version of this game and it had different rules than the other sorry games. So it was very confusing for the kids to play.,You get what you pay for!,Style: classicVerified Purchase,,683741,26,65,Public
Melissa,/gp/profile/amzn1.account.AGZGUSXO7HSBSMNA3HYYH2Z2BWWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 9, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27,5.0 out of 5 stars,Please get board games and get your kiddos off the electronics. This is a great way to spend family time❣️,So fun!,Style: classicVerified Purchase,,1216062,32,117,Public
Edward Hurwitz,/gp/profile/amzn1.account.AEU6JFH4HUBFX7OXFH7XWEU42DMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 10, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27,5.0 out of 5 stars,Great old school game,Value,Style: classicVerified Purchase,,356725,116,70,Public
shiva,/gp/profile/amzn1.account.AHBDWYZ2O7K4XN7WREVKZGEYJ2FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 22, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27,5.0 out of 5 stars,MY 12YEARS son liked it ! Fun and easy to play.,Helped to spent some time with my Son in Christmas holidays!,Style: classicVerified Purchase,,306485,99,79,Public
jen,/gp/profile/amzn1.account.AHFOVBKF2SIQYSFQGYESAGLQJIGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2018",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27,5.0 out of 5 stars,"Love the smaller boxes for organizing and storing games. Every one loves Sorry! If you aren’t nostalgic for the older  bigger size games, this is perfect.",Love the smaller boxes for organizing and storing games,Style: classicVerified Purchase,,1584778,21,55,Public
Zdawg03,/gp/profile/amzn1.account.AFJ6V25CSRK26GQVXG67AXBIRIMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27,2.0 out of 5 stars,ITS NOT THE 4 PAWN VERSION YOU'VE BEEN LOOKING FOR!,DON'T BUY NOT ORIGINAL 4 PAWN,Style: classicVerified Purchase,,3096544,45,41,Public
Mandi P.,/gp/profile/amzn1.account.AFIENHY5KGVYQQSY26U6TP3X45QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 26, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27,5.0 out of 5 stars,Easy to teach a 6 year old for family fun time.,Family fun time!,Style: classicVerified Purchase,,680328,55,89,Public
Sprior,/gp/profile/amzn1.account.AHSEMS3F54B5XPCP3CODCARZY3FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27,5.0 out of 5 stars,Our six year olds favorite game! We play it multiple times a day and it really doesn’t get old. Instructions are clear. Family fun!,Family fun,Style: classicVerified Purchase,,7886334,2,28,Public
AMY,/gp/profile/amzn1.account.AGKQPC4FOPNGCBGDEIRTMR3T3JKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27,3.0 out of 5 stars,"Love the game, Sorry; however, this one was an odd square non standard size.",Small size!,Style: classicVerified Purchase,,475086,28,92,Public
Sandra,/gp/profile/amzn1.account.AHFJSI4VGQUIIHQRZ43CJ7F4ZRIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 24, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27,5.0 out of 5 stars,Such a fun family game!,Perfect conditions!,Style: classicVerified Purchase,,1518075,23,36,Public
maria rodriguez harvey,/gp/profile/amzn1.account.AHJFSMAAMOCQLEQXT2IQQDEVIERQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 3, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27,5.0 out of 5 stars,This game was a gift for my nephews and nieceReminds me of my childhood,"Great quality, awesome game",Style: classicVerified Purchase,,1917095,19,106,Public
rita,/gp/profile/amzn1.account.AHD4DZ7NRQDWYOHYQ2BLCH7O2OWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 9, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28,5.0 out of 5 stars,It was for charity,It was for charity,Style: classicVerified Purchase,,62589354,172,59,Public
Michelle,/gp/profile/amzn1.account.AHVQINHHMIWQIEYZOXVG6HG27OKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 31, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28,5.0 out of 5 stars,Can't beat the price for a fun game for all ages,Good price for gift for all ages,Style: classicVerified Purchase,,547902,34,91,Public
Amazon Customer,/gp/profile/amzn1.account.AHRRNEPL2WUNAZI7MD4QJSUJ5QUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28,5.0 out of 5 stars,Perfect !,Just what I orderd,Style: classicVerified Purchase,,60780,335,41,Public
Maria Harvey,/gp/profile/amzn1.account.AFSCPVMGVTH5K4DIMMGMXHW4LFJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28,5.0 out of 5 stars,It's an easy game to play with kids. My 6yo loves it. You can play it pretty quickly and have fun with your kidos :),My kid just loves this game!,Style: classicVerified Purchase,,1243528,22,175,Public
Jvernola,/gp/profile/amzn1.account.AG7SX7LLE2SIRRJNOMAOJCFZLNWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 27, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28,5.0 out of 5 stars,Fun,Good,Style: classicVerified Purchase,,78838777,27,67,Public
Steve W Watson,/gp/profile/amzn1.account.AGTWCLSLVYY5VUUYGZI2FX6URBIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 18, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28,5.0 out of 5 stars,Family gift for my son and his family,Fun game,Style: classicVerified Purchase,,845527,20,63,Public
Frank D,/gp/profile/amzn1.account.AGAGKYMVM3YQ3NBVBGUWYSCT55TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 30, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28,5.0 out of 5 stars,Great price for traditional game.,Great value,Style: classicVerified Purchase,,221307,295,126,Public
SweetLlanos,/gp/profile/amzn1.account.AHCQAS6ASDQLELYOMK3W6P3VSSMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28,5.0 out of 5 stars,Classic game to play! The children loved the game!,Classic,Style: classicVerified Purchase,,3767084,17,33,Public
Brooke S.,/gp/profile/amzn1.account.AESJHM2RYDHET4BNBBIWTCGEZHGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28,5.0 out of 5 stars,Classic game easy to play for the whole family,Loads of fun,Style: classicVerified Purchase,,6554611,7,76,Public
Kerry,/gp/profile/amzn1.account.AF6NY6JEUZIML2LQ3BMHNSFNKMZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28,5.0 out of 5 stars,Great indoor recess game for students!,Great game,Style: classicVerified Purchase,,370686,105,95,Public
