author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Laronza Jackson,/gp/profile/amzn1.account.AE2UISAXD3PSN5BP5PFXTCQXO27A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 8, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&pageNumber=164&reviewerType=all_reviews,5.0 out of 5 stars,Granddaughter loves it but it’s not 100 words.,Granddaughter loves it!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,5650371,5,15,Public
TATIANA ROTARU,/gp/profile/amzn1.account.AFQFUKWAYFVVM5ZALFVI5CWJXO4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&pageNumber=164&reviewerType=all_reviews,5.0 out of 5 stars,"Very happy with this product, i Initially bought it for my 18 month old but my 5 year old loved it too",Lots of activities,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,55034251,3,10,Public
leidy ferreira,/gp/profile/amzn1.account.AF7LHFJX3ITO34DQM2ZOZQ2YMSFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 30, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&pageNumber=164&reviewerType=all_reviews,5.0 out of 5 stars,perfect for my 2 years old,she loved it,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,26952176,3,20,Public
Joyce j.,/gp/profile/amzn1.account.AGY4TACC4SFGANGPND7RJAJJPRYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&pageNumber=164&reviewerType=all_reviews,5.0 out of 5 stars,"It was a birthday day gift for a 7 month old boy. It’s nice, Thanks",Love this game!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,11303390,0,10,Public
maxi  b,/gp/profile/amzn1.account.AHBYN42VSZO4CIK4FPSKPOLO55VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&pageNumber=164&reviewerType=all_reviews,5.0 out of 5 stars,Great learning toy.,Granddaughter loves it!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,354118,14,94,Public
izzy,/gp/profile/amzn1.account.AF3NQDLPVXROZPYWEUMSD2HVNV6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 16, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&pageNumber=164&reviewerType=all_reviews,5.0 out of 5 stars,"Grandson loves this, plays with it all the time. Got it for his 2nd birthday. it was his favorite gift.",helps with word recognition,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,20507,1,4,Public
Alshammari,/gp/profile/amzn1.account.AH7VUHJNEWZGWMHWF6CRM62FEHTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 12, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&pageNumber=164&reviewerType=all_reviews,5.0 out of 5 stars,I am happy that my son loves the bookIt has English and Spanish languages ❤️.,It is Perfect!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,2130705,2,9,Public
AC,/gp/profile/amzn1.account.AETBO3XUOETDQEPJZRIXOSM4BXFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&pageNumber=164&reviewerType=all_reviews,5.0 out of 5 stars,My 1yr old loves this book.,Great learning toy,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,62593673,,,
true gamer,/gp/profile/amzn1.account.AGHHYMTGHV2OFOPMDVKPFP4TTIUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&pageNumber=164&reviewerType=all_reviews,5.0 out of 5 stars,"excellent. incredible how it works, , i highly recommend",great for learning for my 18 month old,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,4557942,2,13,Public
R.Porter,/gp/profile/amzn1.account.AHVK7VBOJ6XYMDX37L37AORHKSBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews,5.0 out of 5 stars,My 23 month old grandson loves it!,My 23 month old loves it!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,1881912,14,16,Public
Innocent Bystander,/gp/profile/amzn1.account.AGNGTIVC2O2CNT7CRWRDADRMA3CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 17, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews,5.0 out of 5 stars,My granddaughter loves it!,Great for kids,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,18065144,21,16,Public
Amazon Customer,/gp/profile/amzn1.account.AHPEXSCV7CRHPNIU5ZJQGTO5IV3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews,5.0 out of 5 stars,They have a lot of wonderful skills for them to learn,It was perfect for the age of my granddaughter,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,10983634,6,26,Public
Amber Liu,/gp/profile/amzn1.account.AGSTIEQXHTF7HNC5I4TRJBBGRVMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2020",0,1,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews,1.0 out of 5 stars,The first three pages doesn’t work and have no sound at all.,Half of the pages are No sound ...,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,1118943,6,10,Public
Boogie,/gp/profile/amzn1.account.AE7BSH2B6TNXKY5NR3CAREXFWNIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 11, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews,5.0 out of 5 stars,Love it,Love it,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,583,101,Public
Nichole Evans,/gp/profile/amzn1.account.AF2HBBLJ56WRT3M7DNGP24UWOI7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 22, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews,5.0 out of 5 stars,I bought this for my daughter for her 2nd birthday and she loves this! She has a love of learning and this is her go to book to learn new things!,Perfect gift for your young learner!,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,11676480,0,6,Public
Ashley,/gp/profile/amzn1.account.AHK5H52AJ6DUCFH5RT4CBA5SXR4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2018",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews,5.0 out of 5 stars,"Kids love it, works great.",Spanish/English settings,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,71,75,Public
Pauline,/gp/profile/amzn1.account.AEYV4GMLF3KZIG6UGPXTJYQNHVOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 29, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews,5.0 out of 5 stars,My boy loves it,Overall very educational,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,0,18,Public
Miranda Jones,/gp/profile/amzn1.account.AG3GQ7HGKLY4B22SBIC4KVFJ7ZTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 19, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews,5.0 out of 5 stars,Great product. Very durable.,Love it.,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,78312217,21,39,Public
Cardero Cobbs and Roshanda Green,/gp/profile/amzn1.account.AFPTV7K72ABF6V6Z2B3E7CX72ENA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 31, 2018",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews,5.0 out of 5 stars,Great learning tool English and Spanish,Great for 1-5,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,4031528,34,45,Public
Janet Gonzalez,/gp/profile/amzn1.account.AFA3OTAXWCQ7MBA4ABYVNVUMJUUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 7, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&pageNumber=166&reviewerType=all_reviews,5.0 out of 5 stars,My kids love it,Good to have,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,10432709,5,21,Public
pedro omar(DO80Q20703N),/gp/profile/amzn1.account.AHR3GIDSNRECDHZBXFMEXAJEK6VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 4, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&pageNumber=166&reviewerType=all_reviews,5.0 out of 5 stars,A mi niño le encantó,Excelente juguete educativo,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,11882690,1,10,Public
Raheen,/gp/profile/amzn1.account.AHQCV2DN4U7HHYYM4IEWZKTXMCTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&pageNumber=166&reviewerType=all_reviews,5.0 out of 5 stars,Brought for my son,Great price for what you're getting.,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,5256634,30,25,Public
teddy roosevelt,/gp/profile/amzn1.account.AETNAX2IKRFCNBGNVJB5D2KZSBAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&pageNumber=166&reviewerType=all_reviews,5.0 out of 5 stars,Great my daughter loves it!,Best for toddlers,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,62593673,2,17,Public
Jamie I,/gp/profile/amzn1.account.AFA75I7QKEOAW66NNG6FFUTXMBLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 27, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&pageNumber=166&reviewerType=all_reviews,4.0 out of 5 stars,very good educational toy!!! I highly recommend for a gift or just to purchase!,Great Educational Toy,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,2221886,4,12,Public
Katee Murillo,/gp/profile/amzn1.account.AFBM7X3KBRJ3QI4KJMRHUE7DRPEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&pageNumber=166&reviewerType=all_reviews,5.0 out of 5 stars,My kids are obsessed,So much fun,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,85,40,Public
JOANNE BARE,/gp/profile/amzn1.account.AF7DKV25PDIJ6VRFN67ZQDW4NH3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&pageNumber=166&reviewerType=all_reviews,5.0 out of 5 stars,Gotten as a Christmas gift for my grandchild. He loves turning the pages and pointing at the pictures,Grandchild loves it,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,,4,9,Public
lacey,/gp/profile/amzn1.account.AELBPDWKKIZNLMFNGWQMSEGWBZIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 11, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&pageNumber=166&reviewerType=all_reviews,4.0 out of 5 stars,The kids loved it 🥰❤️,Great,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,25923344,1,11,Public
Carlos,/gp/profile/amzn1.account.AGYI6RIBZJLRFYWI67MEBGRSJINA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 10, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&pageNumber=166&reviewerType=all_reviews,5.0 out of 5 stars,"Lo compre a mi sobrina y le encanto, muy fácil de usar y entretenido",Recomendado,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,0,12,Public
Temmie,/gp/profile/amzn1.account.AGPULKGG6AAF5X7FLVHGX3PG2TUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 5, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&pageNumber=166&reviewerType=all_reviews,5.0 out of 5 stars,It's very useful for toddlers. Starting from18months,Good,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,6,13,Public
Karen Thornsbury,/gp/profile/amzn1.account.AGCVOI72PSVTLTO2KF5QTYBXPIXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 8, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews,5.0 out of 5 stars,Perfect for my great-niece for Christmas!,Great Christmas Gift,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,7767438,8,9,Public
Kimone,/gp/profile/amzn1.account.AGKW3DSJM6SRVOHSI7KAOISVUWMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 20, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews,5.0 out of 5 stars,Love it the battery life is still up and running and I brought it from last year in December of 2019,Love it,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,1068588,1,10,Public
Amazon Customer,/gp/profile/amzn1.account.AFTU42RBMITH4ZGLMZSOGCGDGOSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 20, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews,5.0 out of 5 stars,This is so neat! It's just so awesome for little kids to learn.,Better than a tablet or phone,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,15,20,Public
Amontes,/gp/profile/amzn1.account.AGCDT524CRZKT2GQCKJJC767OI4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews,5.0 out of 5 stars,Love this ! My grandson loves it too- fast shipping !,Great learning toy,"Style: Standard PackagingColor: Animals, GreenVerified Purchase",,62593673,0,13,Public
juan liu,/gp/profile/amzn1.account.AGW2CEJO5VQZDTUPDBUASGPGF5OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews,4.0 out of 5 stars,It’s useful ，but it has a big smell,Smell,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,11,16,Public
Rosa Rodríguez,/gp/profile/amzn1.account.AF5M4RHTNTOPVPRU5W6FIB5DYR6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 13, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews,5.0 out of 5 stars,Es muy bueno,Tiene todo para aprender,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,10957904,1,14,Public
Tammy Lawson,/gp/profile/amzn1.account.AH5KHTT2VEVF7OBBYHNWLCDPOFAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews,5.0 out of 5 stars,I like it but have not given it to my grand daughter yet. I think she will love this.,I like this product!,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,62593673,2,6,Public
Virginia,/gp/profile/amzn1.account.AGDN3K2TX5WMB756CL42BL7VWDHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews,5.0 out of 5 stars,"This book is amazing, I have gifted it to my friends with young children. :)",My 2 year old loves it,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,724770,0,11,Public
Maya Rodriguez,/gp/profile/amzn1.account.AEDQGRUGP2CGODC5OD5Q6SI3KOPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 11, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews,5.0 out of 5 stars,My daughter loves this learning book! Totally recommend.,Super educational for toddlers,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,62593673,3,9,Public
Amazon Customer,/gp/profile/amzn1.account.AEQJB4DX5DX3VPXB7WI7WARQRZWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 12, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews,5.0 out of 5 stars,I got this for my two year old niece's birthday in July and she still plays with it everyday.,Niece loves it,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,793444,0,12,Public
Jacquie,/gp/profile/amzn1.account.AGTDA3CIKCVURXE7ES4LYMR3DVTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&pageNumber=168&reviewerType=all_reviews,5.0 out of 5 stars,My almost 2yr old received this for Christmas among a bunch of other toys but absolutely loves this.,Almost 2 and loves it!!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,19084914,1,9,Public
Pebbcast,/gp/profile/amzn1.account.AGBRA7SPTXMRSBJNUGTIPKIH3LOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 12, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&pageNumber=168&reviewerType=all_reviews,5.0 out of 5 stars,Fue un regalo para una bebe de 1 año. Los padres quedaron encantados!,Excelente para regalar!,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,62593673,83,13,Public
Ashlynn,/gp/profile/amzn1.account.AGTGGVL2NMDOWHR3CJB7T2SXHTCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&pageNumber=168&reviewerType=all_reviews,5.0 out of 5 stars,Very age appropriate for per school kid,Age appropriate,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,78965386,0,8,Public
Heather & Aaron,/gp/profile/amzn1.account.AEASVT5KAOHWMIOJP44Z4JPNTSIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2018",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&pageNumber=168&reviewerType=all_reviews,5.0 out of 5 stars,Daughter loves it,Great learning toy,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,23,78,Public
Nena,/gp/profile/amzn1.account.AGOMCIF75PT7TTCDMNU6FYBFQZ6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 26, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&pageNumber=168&reviewerType=all_reviews,5.0 out of 5 stars,Great buy! Very fun and educational!,Great buy,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,32305999,0,11,Public
E.C,/gp/profile/amzn1.account.AF2DGI56REAR2J55GMSPGHVU4YLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&pageNumber=168&reviewerType=all_reviews,4.0 out of 5 stars,kids love it.,keeps kids beasy,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,2024652,1,86,Public
Saru,/gp/profile/amzn1.account.AFBL5SGOEZRAB6XDYRU3YXCMWD6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 20, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&pageNumber=168&reviewerType=all_reviews,4.0 out of 5 stars,It's a pretty city toy. Nice product with cute design. Overall is great. Recommend,Recommend,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,78454789,0,6,Public
Deepti,/gp/profile/amzn1.account.AEKOKOF4KH3TF6HYXODLNXKYZJXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 27, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&pageNumber=168&reviewerType=all_reviews,5.0 out of 5 stars,Good product,Interesting book,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,18363124,1,15,Public
Nino,/gp/profile/amzn1.account.AEO7LEJ3J55JVCOO5VHV3O5DZ55A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&pageNumber=168&reviewerType=all_reviews,5.0 out of 5 stars,Very good Spanish pronunciation,Good to learn,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,4143896,3,16,Public
Kim Dennis,/gp/profile/amzn1.account.AHVDXM2JACA2WSWR6BMU32ZKRZFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 19, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&pageNumber=168&reviewerType=all_reviews,5.0 out of 5 stars,I had a great time trying this book out. Love the Spanish option too.,Great buy!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,1011665,0,12,Public
