author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
QJat Tarantino,/gp/profile/amzn1.account.AESOOM24OB6YTYKZ5FJE6UCKLQ6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 31, 2021",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,so i tried it was good i ate the whole thing in one sitting,it was on sale,Verified Purchase,
B,/gp/profile/amzn1.account.AHTO23VBN6PF7VANXJ4C32AYRIHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 12, 2019",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,This stuff is addictive!,Can't buy just one.,Verified Purchase,One person found this helpful
Rc Pch,/gp/profile/amzn1.account.AGYF3JWOZ4JYSBNRWFTYNHOMCGLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 29, 2021",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,Ok for box pizza.  Kid's didn't like it to much.,Kid's Hated it.  Grown ups said it was o.k.,Verified Purchase,
Michael,/gp/profile/amzn1.account.AGI4JBA5CEE2JJBXEK5WYXMERVFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2020",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,it taste good a little thin for my normal like,was good,Verified Purchase,
CATHERINE ANN GALLOWAY,/gp/profile/amzn1.account.AGJTZ2UECEV664RH4X2L3YIP4YIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 10, 2021",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Ugh!  Wouldn’t bake like I like it.  Ssuce rates “0”.Bready.,Bread-y.,Verified Purchase,
So.Cal Mom,/gp/profile/amzn1.account.AERHW4VVNBXYYRYNC2QNKVMOWSBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 15, 2021",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Love it,Perfect,Verified Purchase,
Onlyme,/gp/profile/amzn1.account.AF2BAZJ236TJLOXO2KP25QETWF4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 17, 2020",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Taste great,Buy it,Verified Purchase,
mayelin garcia,/gp/profile/amzn1.account.AG3IDLS7PGBE77CLQ7WTINM4OSYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2021",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,My kid love it.,Delicious!!,Verified Purchase,
Lord High Commander,/gp/profile/amzn1.account.AFPOUQSVTY6Q2TTXZGAFWHNBTKIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 4, 2021",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Needs a lick of salt. Otherwise perfect!,Great!,Verified Purchase,
Mike,/gp/profile/amzn1.account.AFEHDQQ6A74GNP2L6TIVYBPLB7VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 13, 2019",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Great!,one of DiGorno's best pizzas,Verified Purchase,
CRAIG  SCHROCK,/gp/profile/amzn1.account.AFBUY32KBSKL4RFWQESFSHMDDMKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 2, 2021",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I love digorno pizza, it's the only one I buy. Sometimes pizza hut or domino'sThe pizzas have the right amount on them and taste great. I keep 3 to 6 in my freezer for guest in my home.",Great pizza taste,,
Queen Cunningham Rose,/gp/profile/amzn1.account.AF5GHAOSEKG42JJNUKRIVILVWTNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2020",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,We love this pizza.  It is absolutely a great tasting pizza.  We don't buy any other than this.,Delicious.,Verified Purchase,One person found this helpful
Carmelita Wright,/gp/profile/amzn1.account.AEOEVZGOFJN7W6ECMS6X4DK7XVQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 19, 2020",0,,https://www.amazon.com/DiGiorno-Frozen-Pepperoni-Family-Pizzeria/product-reviews/B00BEE68Y8/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,This pizza was so delicious! To say it is a frozen pizza you would think that you purchased it from a restaurant. It was really good!,This pizza is delicious!,Verified Purchase,
